last_name, first_name,player_id,year,barrel_batted_rate,whiff_percent,
McMahon, Ryan,641857,2021,7.3,29.2,
O'Neill, Tyler,641933,2021,17.9,34.7,
Rosario, Amed,642708,2021,2.8,24.8,
Adames, Willy,642715,2021,11.4,32.6,
Benintendi, Andrew,643217,2021,8.9,22.5,
Kiner-Falefa, Isiah,643396,2021,1.8,14.5,
Albies, Ozzie,645277,2021,9.3,24.9,
Devers, Rafael,646240,2021,15,27.7,
Urias, Luis,649966,2021,9.3,22.8,
Torres, Gleyber,650402,2021,7.8,26.3,
Diaz, Yandy,650490,2021,7,19.3,
Chapman, Matt,656305,2021,13.7,32.7,
Mullins II, Cedric,656775,2021,8.1,20.4,
Smith, Pavin,656976,2021,5.1,17.3,
Verdugo, Alex,657077,2021,7.3,17.7,
Moncada, Yoan,660162,2021,8.2,28.1,
Ohtani, Shohei,660271,2021,22.3,35,
Riley, Austin,663586,2021,13.3,28.3,
Mountcastle, Ryan,663624,2021,11.8,31.6,
Tucker, Kyle,663656,2021,11.6,20.3,
India, Jonathan,663697,2021,9.6,25.1,
Grisham, Trent,663757,2021,5.2,21.7,
Lowe, Nathaniel,663993,2021,9.5,23.5,
Happ, Ian,664023,2021,10.9,32.3,
France, Ty,664034,2021,6.8,19.1,
Lowe, Brandon,664040,2021,14,32.8,
Fletcher, David,664058,2021,0,9.5,
Straw, Myles,664702,2021,1.3,13.5,
Walsh, Jared,665120,2021,11.3,26,
Tatis Jr., Fernando,665487,2021,21.3,34.8,
Guerrero Jr., Vladimir,665489,2021,15.1,27.8,
Soto, Juan,665742,2021,13.3,20,
Chisholm Jr., Jazz,665862,2021,9,29.7,
Bichette, Bo,666182,2021,9.9,22.3,
Carlson, Dylan,666185,2021,7,27.9,
Garcia, Adolis,666969,2021,11.5,34.2,
Gurriel Jr., Lourdes,666971,2021,9.6,24.2,
Arozarena, Randy,668227,2021,8.2,32.4,
Reynolds, Bryan,668804,2021,10.4,23.9,
Rojas, Josh,668942,2021,4.8,23.5,
Edman, Tommy,669242,2021,4.2,14.9,
Solak, Nick,669256,2021,6.5,24.8,
Hays, Austin,669720,2021,9.1,24.6,
Lopez, Nicky,670032,2021,0.7,15.4,
Alvarez, Yordan,670541,2021,15.9,22.7,
